"Date","Site","Plot","Quadrat","In.out.quadrats","In.out.transects","Species","Number.of.plants","Number.of.flowers.1","Number.of.flowers.2","Number.of.flowers.3","Number.of.flowers.4","Number.of.flowers.5","Number.of.flowers.6","Number.of.flowers.7","Number.of.flowers.8","Number.of.flowers.9","Number.of.flowers.10","Notes","year"
2019-08-09,"401 Trail",1,NA,"out","in","Vicia americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-09,"401 Trail",5,"a","in","in","Potentilla pulcherrima",22,3,2,2,4,1,2,2,1,2,4,"",2019
2019-08-09,"401 Trail",5,"a","in","in","Erigeron elatior",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-09,"401 Trail",5,"a","in","in","Galium septentrionale",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-09,"401 Trail",5,"a","in","in","Achillea millefolium",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-09,"401 Trail",5,"b","in","in","Galium septentrionale",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-09,"401 Trail",5,"b","in","in","Potentilla pulcherrima",27,3,3,1,4,2,4,3,2,1,4,"",2019
2019-08-09,"401 Trail",5,"c","in","in","Potentilla pulcherrima",9,2,1,2,3,2,1,3,3,1,NA,"",2019
2019-08-09,"401 Trail",5,"d","in","in","Galium septentrionale",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-09,"401 Trail",5,NA,"out","in","Pyrrocoma crocea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-09,"401 Trail",5,NA,"out","in","Heracleum maximum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-09,"401 Trail",5,NA,"out","in","Heliomeris multiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",1,"d","in","in","Heliomeris multiflora",4,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",1,"d","in","in","Potentilla pulcherrima",7,3,2,2,2,2,2,2,NA,NA,NA,"",2019
2019-08-12,"Waterfall",1,"d","in","in","Erigeron speciosus",3,3,2,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",1,"c","in","in","Erigeron speciosus",10,4,3,1,1,1,1,1,1,3,2,"",2019
2019-08-12,"Waterfall",1,"c","in","in","Heliomeris multiflora",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",1,"c","in","in","Potentilla pulcherrima",2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",1,"b","in","in","Helianthella quinquenervis ",4,1,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",1,"b","in","in","Potentilla pulcherrima",6,2,2,1,1,2,3,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",1,"b","in","in","Erigeron speciosus",19,3,3,1,1,2,4,1,1,1,1,"",2019
2019-08-12,"Waterfall",1,"a","in","in","Heliomeris multiflora",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",1,"a","in","in","Potentilla pulcherrima",6,3,2,1,1,1,2,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",1,"a","in","in","Vicia americana",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",1,"a","in","in","Achillea millefolium",2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",1,"a","in","in","Erigeron speciosus",9,1,1,1,2,3,1,1,1,1,NA,"",2019
2019-08-12,"Waterfall",1,NA,"out","in","Galium septentrionale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",2,"a","in","in","Potentilla pulcherrima",6,5,1,2,1,2,2,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",2,"a","in","in","Erigeron elatior",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",2,"a","in","in","Delphinium barbeyi",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",2,"b","in","in","Collomia linearis",6,13,6,7,8,2,12,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",2,"b","in","in","Erigeron speciosus",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",2,"c","in","in","Erigeron speciosus",12,3,1,1,1,1,2,1,1,1,1,"",2019
2019-08-12,"Waterfall",2,"c","in","in","Potentilla pulcherrima",8,3,3,4,3,5,3,6,1,NA,NA,"",2019
2019-08-12,"Waterfall",2,"d","in","in","Potentilla pulcherrima",11,1,2,3,3,2,3,1,1,1,1,"",2019
2019-08-12,"Waterfall",2,"d","in","in","Erigeron speciosus",8,3,1,1,2,1,1,2,2,NA,NA,"",2019
2019-08-12,"Waterfall",2,NA,"out","in","Achillea millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",2,NA,"out","in","Mertensia ciliata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",2,NA,"out","in","Vicia americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",4,"a","in","in","Potentilla pulcherrima",4,4,2,4,1,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",4,"a","in","in","Senecio bigelovii",4,5,3,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",4,"a","in","in","Achillea millefolium",2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",4,"a","in","in","Erigeron coulteri",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",4,"b","in","in","Potentilla pulcherrima",5,3,1,1,1,1,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",4,"b","in","in","Erigeron speciosus",4,1,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",4,"c","in","in","Potentilla pulcherrima",6,1,1,2,1,2,5,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",4,"c","in","in","Galium septentrionale",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",4,"c","in","in","Senecio bigelovii",5,2,2,2,3,1,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",4,"d","in","in","Potentilla pulcherrima",8,2,1,2,1,3,1,1,2,NA,NA,"",2019
2019-08-12,"Waterfall",4,NA,"out","in","Heliomeris multiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",4,NA,"out","in","Erigeron elatior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",4,NA,"out","in","Dasiphora fruticosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",3,"d","in","in","Potentilla pulcherrima",25,5,3,4,1,2,1,4,3,1,2,"",2019
2019-08-12,"Waterfall",3,"c","in","in","Potentilla pulcherrima",13,4,1,4,3,1,1,4,2,2,1,"",2019
2019-08-12,"Waterfall",3,"c","in","in","Erigeron speciosus",5,1,1,1,1,1,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",3,"b","in","in","Potentilla pulcherrima",9,2,3,3,4,3,2,3,1,1,NA,"",2019
2019-08-12,"Waterfall",3,"a","in","in","Potentilla pulcherrima",4,3,1,1,2,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",3,NA,"out","in","Adenolinum lewisii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",3,NA,"out","in","Dugaldia hoopsii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",6,"a","in","in","Potentilla pulcherrima",16,4,4,6,1,1,1,2,1,8,3,"",2019
2019-08-12,"Waterfall",6,"a","in","in","Erigeron speciosus",6,2,1,1,1,1,1,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",6,"b","in","in","Potentilla pulcherrima",21,2,1,5,4,3,5,6,4,2,3,"",2019
2019-08-12,"Waterfall",6,"c","in","in","Potentilla pulcherrima",11,9,4,1,6,6,5,4,3,6,2,"",2019
2019-08-12,"Waterfall",6,"c","in","in","Galium septentrionale",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",6,"d","in","in","Potentilla pulcherrima",11,2,2,4,7,6,8,5,2,3,5,"",2019
2019-08-12,"Waterfall",6,"d","in","in","Erigeron speciosus",11,1,1,1,1,1,1,1,1,1,1,"",2019
2019-08-12,"Waterfall",6,NA,"out","in","Erigeron elatior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",5,"d","in","in","Potentilla pulcherrima",16,2,6,2,4,1,4,5,7,2,1,"",2019
2019-08-12,"Waterfall",5,"d","in","in","Senecio bigelovii",9,2,1,1,1,1,1,3,1,2,NA,"",2019
2019-08-12,"Waterfall",5,"d","in","in","Achillea millefolium",2,16,17,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",5,"c","in","in","Potentilla pulcherrima",8,1,2,1,2,1,1,2,2,NA,NA,"",2019
2019-08-12,"Waterfall",5,"c","in","in","Senecio bigelovii",7,1,2,1,1,4,1,2,NA,NA,NA,"",2019
2019-08-12,"Waterfall",5,"b","in","in","Potentilla pulcherrima",14,1,1,2,2,6,3,1,3,4,1,"",2019
2019-08-12,"Waterfall",5,"b","in","in","Senecio bigelovii",10,1,1,2,1,1,1,1,1,1,2,"",2019
2019-08-12,"Waterfall",5,"b","in","in","Erigeron coulteri",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",5,"a","in","in","Erigeron elatior",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",5,"a","in","in","Potentilla pulcherrima",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",5,NA,"out","in","Aconitum columbianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",5,NA,"out","in","Delphinium barbeyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",5,NA,"out","in","Helianthella quinquenervis ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",5,NA,"out","in","Trifolium sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",5,NA,"out","in","Galium septentrionale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-12,"Waterfall",5,NA,"out","in","Heracleum maximum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",5,"a","in","in","Potentilla pulcherrima",16,2,4,2,5,1,2,3,3,1,2,"",2019
2019-08-13,"401 Trail",5,"b","in","in","Pyrrocoma crocea",5,1,1,1,1,1,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",5,"b","in","in","Potentilla pulcherrima",27,2,3,4,5,4,3,3,4,4,2,"",2019
2019-08-13,"401 Trail",5,"b","in","in","Erigeron elatior",5,3,1,1,3,2,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",5,"c","in","in","Potentilla pulcherrima",22,2,1,1,1,3,2,4,4,2,3,"",2019
2019-08-13,"401 Trail",5,"c","in","in","Erigeron elatior",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",5,"c","in","in","Helianthella quinquenervis ",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",5,"d","in","in","Potentilla pulcherrima",35,4,3,5,2,2,2,2,4,3,1,"",2019
2019-08-13,"401 Trail",5,NA,"out","in","Solidago multiradiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",1,"a","in","in","Potentilla pulcherrima",12,3,4,2,1,2,2,1,3,3,5,"",2019
2019-08-13,"401 Trail",1,"b","in","in","Erigeron speciosus",7,2,1,2,1,1,1,2,NA,NA,NA,"",2019
2019-08-13,"401 Trail",1,"b","in","in","Heliomeris multiflora",10,1,1,1,1,1,1,1,1,1,1,"",2019
2019-08-13,"401 Trail",1,"b","in","in","Potentilla pulcherrima",28,3,3,2,5,1,3,3,4,2,5,"",2019
2019-08-13,"401 Trail",1,"c","in","in","Heliomeris multiflora",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",1,"c","in","in","Potentilla pulcherrima",25,4,2,1,2,3,4,4,5,5,3,"",2019
2019-08-13,"401 Trail",1,"d","in","in","Potentilla pulcherrima",27,4,2,3,3,2,5,1,1,2,1,"",2019
2019-08-13,"401 Trail",1,"d","in","in","Erigeron elatior",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",1,NA,"out","in","Helianthella quinquenervis ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",2,"d","in","in","Potentilla pulcherrima",18,2,4,3,2,1,2,3,3,1,4,"",2019
2019-08-13,"401 Trail",2,"d","in","in","Erigeron speciosus",15,3,3,2,1,4,2,3,2,2,4,"",2019
2019-08-13,"401 Trail",2,"c","in","in","Potentilla pulcherrima",10,2,1,1,2,3,3,3,1,2,2,"",2019
2019-08-13,"401 Trail",2,"c","in","in","Erigeron speciosus",3,3,2,5,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",2,"c","in","in","Helianthella quinquenervis ",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",2,"b","in","in","Achillea millefolium",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",2,"b","in","in","Heliomeris multiflora",5,2,1,1,1,1,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",2,"b","in","in","Potentilla pulcherrima",29,1,3,2,2,3,1,2,1,3,4,"",2019
2019-08-13,"401 Trail",2,"a","in","in","Agoseris glauca",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",2,"a","in","in","Heliomeris multiflora",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",2,"a","in","in","Potentilla pulcherrima",25,2,4,2,3,2,4,4,5,2,3,"",2019
2019-08-13,"401 Trail",2,NA,"out","in","Heracleum maximum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",2,NA,"out","in","Delphinium barbeyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",2,NA,"out","in","Ligusticum porteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",4,"a","in","in","Potentilla pulcherrima",17,3,2,3,1,2,1,1,1,2,2,"",2019
2019-08-13,"401 Trail",4,"a","in","in","Erigeron speciosus",11,1,1,1,2,1,1,1,1,1,1,"",2019
2019-08-13,"401 Trail",4,"b","in","in","Potentilla pulcherrima",32,3,4,5,5,6,2,4,2,2,5,"",2019
2019-08-13,"401 Trail",4,"b","in","in","Erigeron speciosus",8,3,2,1,2,2,2,1,2,NA,NA,"",2019
2019-08-13,"401 Trail",4,"b","in","in","Vicia americana",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",4,"c","in","in","Potentilla pulcherrima",19,4,5,3,3,2,3,2,4,2,6,"",2019
2019-08-13,"401 Trail",4,"c","in","in","Erigeron speciosus",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",4,"d","in","in","Potentilla pulcherrima",17,2,1,4,5,3,2,1,3,2,3,"",2019
2019-08-13,"401 Trail",4,"d","in","in","Erigeron speciosus",4,1,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",4,NA,"out","in","Helianthella quinquenervis ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",4,NA,"out","in","Heliomeris multiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",4,NA,"out","in","Galium septentrionale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",3,"a","in","in","Potentilla pulcherrima",14,5,6,2,2,5,2,2,1,4,3,"",2019
2019-08-13,"401 Trail",3,"a","in","in","Heliomeris multiflora",6,1,1,1,1,1,1,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",3,"b","in","in","Erigeron speciosus",29,2,3,3,5,2,3,2,3,3,4,"",2019
2019-08-13,"401 Trail",3,"b","in","in","Heliomeris multiflora",7,3,1,3,2,4,2,1,NA,NA,NA,"",2019
2019-08-13,"401 Trail",3,"b","in","in","Potentilla pulcherrima",9,2,1,3,2,3,1,1,3,2,NA,"",2019
2019-08-13,"401 Trail",3,"c","in","in","Heliomeris multiflora",14,3,2,3,2,2,2,1,2,3,3,"",2019
2019-08-13,"401 Trail",3,"c","in","in","Potentilla pulcherrima",4,1,2,2,2,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",3,"c","in","in","Erigeron speciosus",27,2,1,2,3,1,1,1,2,1,1,"",2019
2019-08-13,"401 Trail",3,"d","in","in","Potentilla pulcherrima",17,2,1,4,1,5,3,2,3,1,4,"",2019
2019-08-13,"401 Trail",3,"d","in","in","Erigeron speciosus",9,2,3,1,1,1,1,2,3,1,1,"",2019
2019-08-13,"401 Trail",3,NA,"out","in","Vicia americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",6,"a","in","in","Potentilla pulcherrima",19,2,3,4,1,4,2,3,2,3,3,"",2019
2019-08-13,"401 Trail",6,"b","in","in","Erigeron elatior",9,3,3,4,1,3,1,2,3,2,NA,"",2019
2019-08-13,"401 Trail",6,"b","in","in","Potentilla pulcherrima",15,3,2,2,3,4,2,2,2,1,2,"",2019
2019-08-13,"401 Trail",6,"c","in","in","Erigeron elatior",4,3,3,1,3,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",6,"c","in","in","Potentilla pulcherrima",17,1,3,2,2,2,1,3,3,2,1,"",2019
2019-08-13,"401 Trail",6,"d","in","in","Potentilla pulcherrima",12,3,2,1,2,1,3,2,4,2,2,"",2019
2019-08-13,"401 Trail",6,NA,"out","in","Erigeron coulteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",6,NA,"out","in","Heliomeris multiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",6,NA,"out","in","Erigeron speciosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-13,"401 Trail",6,NA,"out","in","Hackelia floribunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",2,"a","in","in","Dasiphora fruticosa",1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",2,"a","in","in","Erigeron speciosus",8,3,1,2,1,1,1,5,1,NA,NA,"",2019
2019-08-14,"Waterfall",2,"b","in","in","Potentilla pulcherrima",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",2,"b","in","in","Erigeron speciosus",7,2,1,2,1,1,1,2,NA,NA,NA,"",2019
2019-08-14,"Waterfall",2,"c","in","in","Agoseris glauca",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",2,"c","in","in","Potentilla pulcherrima",6,1,2,2,2,1,2,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",2,"c","in","in","Erigeron speciosus",6,2,2,1,1,1,1,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",2,"d","in","in","Potentilla pulcherrima",8,1,1,1,2,1,2,2,1,NA,NA,"",2019
2019-08-14,"Waterfall",2,"d","in","in","Erigeron speciosus",5,1,1,1,1,1,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",2,NA,"out","in","Ipomopsis aggregata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",2,NA,"out","in","Achillea millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",2,NA,"out","in","Campanula rotundifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",1,"a","in","in","Potentilla pulcherrima",4,1,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",1,"b","in","in","Potentilla pulcherrima",7,1,1,2,3,2,3,1,NA,NA,NA,"",2019
2019-08-14,"Waterfall",1,"c","in","in","Potentilla pulcherrima",8,4,3,6,2,1,2,3,4,NA,NA,"",2019
2019-08-14,"Waterfall",1,"d","in","in","Potentilla pulcherrima",6,2,1,1,1,1,3,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",1,NA,"out","in","Adenolinum lewisii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",1,NA,"out","in","Dugaldia hoopsii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",1,NA,"out","in","Tragopogon dubius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",1,NA,"out","in","Erigeron speciosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",1,NA,"out","in","Achillea millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",6,"a","in","in","Potentilla pulcherrima",17,3,3,1,3,2,5,1,4,5,1,"",2019
2019-08-14,"Waterfall",6,"b","in","in","Potentilla pulcherrima",16,4,1,3,3,1,2,3,2,4,5,"",2019
2019-08-14,"Waterfall",6,"c","in","in","Potentilla pulcherrima",14,2,2,1,3,3,3,2,1,1,1,"",2019
2019-08-14,"Waterfall",6,"c","in","in","Collomia linearis",5,8,2,2,7,1,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",6,"c","in","in","Vicia americana",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",6,"d","in","in","Potentilla pulcherrima",12,1,2,7,1,7,1,1,1,4,8,"",2019
2019-08-14,"Waterfall",6,"d","in","in","Galium septentrionale",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",6,"d","in","in","Achillea millefolium",1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",6,NA,"out","in","Erigeron elatior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",6,NA,"out","in","Erigeron speciosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",6,NA,"out","in","Dasiphora fruticosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",5,"a","in","in","Potentilla pulcherrima",11,2,1,3,1,2,4,1,1,2,2,"",2019
2019-08-14,"Waterfall",5,"a","in","in","Dugaldia hoopsii",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",5,"a","in","in","Galium septentrionale",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",5,"a","in","in","Solidago multiradiata",1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",5,"a","in","in","Senecio bigelovii",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",5,"b","in","in","Potentilla pulcherrima",13,2,1,2,2,2,1,1,2,1,1,"",2019
2019-08-14,"Waterfall",5,"b","in","in","Vicia americana",1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",5,"b","in","in","Erigeron elatior",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",5,"c","in","in","Potentilla pulcherrima",14,2,1,1,1,2,1,3,1,1,2,"",2019
2019-08-14,"Waterfall",5,"c","in","in","Solidago multiradiata",1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",5,"d","in","in","Potentilla pulcherrima",9,2,3,1,1,1,2,1,3,3,NA,"",2019
2019-08-14,"Waterfall",5,"d","in","in","Solidago multiradiata",7,8,5,6,1,8,4,1,NA,NA,NA,"",2019
2019-08-14,"Waterfall",5,NA,"out","in","Achillea millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",3,"d","in","in","Potentilla pulcherrima",11,2,1,2,1,3,4,2,2,3,4,"",2019
2019-08-14,"Waterfall",3,"d","in","in","Erigeron flagellaris",5,1,1,1,1,1,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",3,"c","in","in","Potentilla pulcherrima",4,4,3,3,2,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",3,"c","in","in","Erigeron speciosus",10,2,2,1,1,1,1,1,1,2,2,"",2019
2019-08-14,"Waterfall",3,"b","in","in","Potentilla pulcherrima",5,3,1,5,3,1,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",3,"b","in","in","Erigeron speciosus",4,1,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",3,"a","in","in","Heliomeris multiflora",4,1,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",3,"a","in","in","Potentilla pulcherrima",5,2,1,3,2,3,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",3,"a","in","in","Erigeron flagellaris",3,1,1,1,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",3,NA,"out","in","Galium septentrionale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",3,NA,"out","in","Erigeron elatior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",4,"d","in","in","Heliomeris multiflora",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",4,"c","in","in","Mertensia ciliata",2,7,5,NA,NA,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",4,"b","in","in","Heliomeris multiflora",4,1,1,1,1,NA,NA,NA,NA,NA,NA,"",2019
2019-08-14,"Waterfall",4,"b","in","in","Erigeron speciosus",5,1,1,1,1,1,NA,NA,NA,NA,NA,"",2019
